StudyID,NodeID,Description,LOPATarget,LOPATargetDiscussion,Status,CreatedDate,CreatedBy,FrequencyEstimation,ApproxLatitude,ApproxLongitude,StudyForInhalation,StudyForFire,ReliefCalculation,StoragePressure,StorageTemperature,ExitPressure,ExitTemperature,ReliefRate,CatastrophicRelease,DischargeDiameter,ReleaseElevation,ReleaseOrientation,RelievingPhase,MaximumVolume,MolarComposition,Basis,MaximumMass,AvailablePoolArea,IndoorRelease,LOPAID,CapitalProject,ProcessingLog,DistNonProcPlantPop,ProcAreaPopDensity,Site,IncludeDiagnostics,PersonnelAtReleaseElevation,WeatherCondition,NightProcAreaPopDensity,ProductionRoomVol,ProductionRoomACH,ProductionRoomVentDiameter,ProductionRoomVentOrientation,ProductionRoomVentElevation
2904,816,Amindurchschlag von K6B und Freisetzung von Aminen am B29 ,,,0,2024-10-09 07:39:51.687,u331235,,,,True,False,True,2.9,35.0,0.218,35.0,11.0,False,2.0,3.0,0,0,,False,Mass,9000.0,54.0,False,,,,200.0,8.0,,False,False,both,2.0,,,,,
2905,821,"TOXICITY:  bottom nozzle on tank ruptures from force of gradual polymer growth, releasing tank contents to atmosphere through a crack in the nozzle (not a catastrophic failure of the nozzle which would allow flow from a 2"" opening, but assume the opening would only be equivalent to  the cross sectional area of a 1"" pipe.) - the released material has toxilogical properties and assuming no ignition, could adversely affect people inside the plant and possibly outside the plant",,Used 30 minute results due to emergency response team foaming contained area.,0,2024-10-09 15:02:55.217,u885929,11.0,32.449371,-94.694504,True,True,False,35.0,30.0,,,,False,1.0,0.1,0,0,900.0,True,Volume,,1510.0,False,1115647724,N/A,,1050.0,0.0208,,False,False,both,0.0208,,,,,
2906,822,"Ex 1 - Flow of Synthesis Gas (70 mol% h2 / 30 mol% CO)
8"" Guillotine Break
765 psig
25 deg C
elevation 3 meter (horizontal orientation)
maximum mass - 10,000 kg",,,0,2024-10-09 17:59:41.157,u773253,0.0,36.52,-82.54,True,True,False,765.0,25.0,,,,False,8.0,3.0,0,0,,True,Mass,10000.0,,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2907,822,"Ex 2 - Flow of Synthesis Gas (70 mol% h2 / 30 mol% CO)
8"" Guillotine Break - Feed Rate Provided from Operations - 100000 lb/hr
25 deg C
elevation 3 meter (horizontal orientation)
maximum mass - 10,000 kg",,,0,2024-10-09 13:59:51.977,u773253,0.0,36.52,-82.54,True,True,True,765.0,25.0,1.0,25.0,100000.0,False,8.0,3.0,0,0,,True,Mass,10000.0,,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2908,822,"Ex 3 - Flow of Synthesis Gas (70 mol% h2 / 30 mol% CO)
8"" Guillotine Break - Feed Rate Provided from Operations - 3200 KSCFH
25 deg C
elevation 3 meter (horizontal orientation)
maximum mass - 10,000 kg
Standard = 1 atm / 60 deg 
",,,0,2024-10-09 14:04:26.320,u773253,0.0,36.52,-82.54,True,True,True,765.0,25.0,1.0,25.0,96400.0,False,8.0,3.0,0,0,,True,Mass,10000.0,,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2909,822,"Ex 4 - MMA / DEA relief (80 mol% Methylamine / 20 mol% Diethylamine)
10"" vent - vertically oriented - 5 m elevation
Information from relief calc:
Exit Temperature: 10 deg C
Relief Rate: 186000 lb/hr
maximum mass - 19,000 kg",,,0,2024-10-09 14:07:00.993,u773253,0.0,36.52,-82.54,True,True,True,765.0,25.0,1.0,10.0,186000.0,False,10.0,5.0,6,0,,True,Mass,19000.0,,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2910,822,"Ex 5 (part 1) - MMA / DEA relief (80 mol% Methylamine / 20 mol% Diethylamine)
Relief thru PSV - no relief calc available
PSV orifice: 2"" diameter
Storage Temp: 25 deg C
Storage Pressure: 50 psig

maximum mass - 19,000 kg",,,0,2024-10-09 14:24:17.660,u773253,0.0,36.52,-82.54,True,True,False,50.0,25.0,1.0,10.0,186000.0,False,2.0,5.0,6,0,,True,Mass,19000.0,,False,,,,100.0,5.0,Kingsport,True,False,night,3.0,,,,,
2911,822,"Ex 5 (part 2) - MMA / DEA relief (80 mol% Methylamine / 20 mol% Diethylamine)
Relief thru PSV - no relief calc available
Rate identified using ""Include Diagnostic information"" from Part 1
Discharge Temp:  -1.8 deg C
Rate:  185913 lb/hr



maximum mass - 19,000 kg",,,0,2024-10-09 14:28:03.850,u773253,0.0,36.52,-82.54,True,True,True,50.0,25.0,1.0,-1.8,185913.0,False,10.0,5.0,6,0,,True,Mass,19000.0,,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2912,822,"Ex 6 - Vessel Overfill - Acetic Acid
Pump Rate 1000 gpm
Temp: 25 deg C
Pressure: 50 psig


maximum mass - 55,000 kg",,,0,2024-10-09 14:31:40.577,u773253,0.0,36.52,-82.54,True,True,True,50.0,25.0,50.0,25.0,522000.0,False,1.0,0.0,0,0,,True,Mass,55000.0,,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2913,822,"Ex 7 - Vessel Overfill - Acetic Acid - Into Contained Area
Pool Area 1000 m2
Pump Rate 1000 gpm
Temp: 25 deg C
Pressure: 50 psig


maximum mass - 55,000 kg",,,0,2024-10-09 14:36:25.497,u773253,0.0,36.52,-82.54,True,True,True,50.0,25.0,50.0,25.0,522000.0,False,1.0,0.0,0,0,,True,Mass,55000.0,1000.0,False,,,,100.0,5.0,Kingsport,False,False,night,3.0,,,,,
2914,819,Iso (50 mm aukkokoko) vuoto (esim. vuoto tyhjennysyhteestä) ammoniakkivesisäiliöllä 811S,,Esimerkkivuotoskenaario HAZOPia varten,0,2024-10-11 10:22:25.627,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,0.1,,,False,2.0,1.0,0,0,65.0,False,Volume,,40.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2915,819,säiliörikko ammoniakkivesisäiliöllä 811S,,,0,2024-10-11 06:24:30.033,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,0.1,,,True,2.0,1.0,0,0,65.0,False,Volume,,40.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2916,823,"Spill of solvent during ""Hot Solvent Flush"" procedure due to expansion joint failure.",,,0,2024-10-11 16:02:27.563,u887663,,32.441071,-94.687386,True,True,False,5.0,180.0,,,,False,6.0,1.0,0,0,1.34,False,Mass,1000.0,,False,,,,730.0,4.0,,True,False,both,2.0,,,,,
2917,823,"Spill of solvent during ""Hot Solvent Flush"" procedure due to pump seal failure.",,,0,2024-10-11 12:03:07.567,u887663,,32.441071,-94.687386,True,True,False,5.0,180.0,,,,False,0.5,0.5,0,0,1.34,False,Mass,1000.0,,False,,,,730.0,4.0,,False,False,both,2.0,,,,,
2918,381,"TTID 2918; LOPA 1119424708

Scen1:  Muuta kemikaalia lauhteen seassa -> Amiinimetanolivuoto 108S:stä",,"P=1,1barg, T=30C, DN25 tube leak, very conservative composition, normally there should be only water


Muuta kemikaalia lauhteen seassa -> Amiinimetanolivuoto 108S:stä
1. Amiini/metanolipitoista vettä mahdollista tulla Amisolista, mikäli rikko 216L/217L vaihtimessa ja höyrynsäätö pienellä
2. Amiinimetanoli-liuosta 107S:ään ja sieltä 108L:n hönkälinjan kautta ulos (liuos höyrystyy)
3. Henkilövahinko 
",0,2024-10-14 11:40:24.770,u331169,,65.03446667,25.52328889,True,True,False,16.0,30.0,,,,False,0.3,8.0,0,0,,False,Mass,100000.0,,False,1119424708,,,225.0,1.8,,False,False,both,0.3,,,,,
2919,381,"TTID 2919; LOPA 1119424709

Scen1:  Muuta kemikaalia lauhteen seassa -> Amiinimetanolivuoto 108S:stä",,"P=1,1barg, T=30C, 2xtube = 43000kg/h (aspen), very conservative composition, normally there should be only water

Muuta kemikaalia lauhteen seassa -> Amiinimetanolivuoto 108S:stä
1. Amiini/metanolipitoista vettä mahdollista tulla Amisolista, mikäli rikko 216L/217L vaihtimessa ja höyrynsäätö pienellä
2. Amiinimetanoli-liuosta 107S:ään ja sieltä 108L:n hönkälinjan kautta ulos (liuos höyrystyy)
3. Henkilövahinko (Myrkyllisyysvaikutus, ohjaamo, offsite SER, onsite SER )
",0,2024-10-14 07:50:10.803,u331169,,65.03446667,25.52328889,True,True,True,16.0,30.0,16.0,30.0,94799.0,False,3.0,8.0,0,0,,False,Mass,100000.0,,False,1119424709,,,225.0,1.8,,False,False,both,0.3,,,,,
2920,820,V2516 fails ,,,0,2024-10-14 09:24:31.460,u331547,,51.09617,3.724392,True,True,False,0.1,10.0,,,,True,0.52,3.0,0,0,0.2,False,Volume,,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2921,666,"1"" HTM leak
Flow from strainer connects to evaporator pumps at the recycle tank which could backflow into the strainers. Potential to cause high level in the spray condenser.
Spray condenser and R7 are not rated to be liquid full. The consequence of overfilling these vessels is likely a fail in the support structure resulting in a 1"" or 2"" HTM leak.
N-line 4th floor occupancy is 3 people in the daytime. y-line gear pumps are on the 3rd floor which is less occupied. 
Curbing area is 760 ft3 or 5600 gals
Need estimate of volume of a HTM loop
Closest offsite is John B Dennis
HTM temp is 650F from pump spec. Pump PSV set at 175 psig. pressure at the R7 equipment is 172 psig.
HTM is VP-1",,,0,2024-10-15 13:27:29.657,u778221,,36.516473,-82.535122,True,True,False,172.0,343.0,,,,False,1.0,1.0,0,0,5600.0,False,Volume,,,False,,,,255.0,3.0,Kingsport,False,True,both,3.0,,,,,
2922,666,"2"" HTM leak
Flow from strainer connects to evaporator pumps at the recycle tank which could backflow into the strainers. Potential to cause high level in the spray condenser.
Spray condenser and R7 are not rated to be liquid full. The consequence of overfilling these vessels is likely a fail in the support structure resulting in a 1"" or 2"" HTM leak.
N-line 4th floor occupancy is 3 people in the daytime. y-line gear pumps are on the 3rd floor which is less occupied. 
Curbing area is 760 ft3 or 5600 gals
Need estimate of volume of a HTM loop
Closest offsite is John B Dennis
HTM temp is 650F from pump spec. Pump PSV set at 175 psig. pressure at the R7 equipment is 172 psig.
HTM is VP-1",,,0,2024-10-15 09:27:49.747,u778221,,36.516473,-82.535122,True,True,False,172.0,343.0,,,,False,2.0,1.0,0,0,5600.0,False,Volume,,,False,,,,255.0,3.0,Kingsport,False,False,both,3.0,,,,,
2923,819,"TTID2923: keskikokoinen vuoto (esim. vuoto laippavuoto, aukkokoko 25 mm) ammoniakkivesisäiliöllä 811S. ",,Alustava mallinnus tuotevarastointi ja -lastaus HAZOPia varten. 22.10.2024: Monitehtaan ilmanottoaukon korkeus muutettu 5m -> 15m,0,2024-10-15 09:49:39.840,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,0.1,,,False,1.0,1.0,0,0,65.0,False,Volume,,40.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2924,819,"TTID2924: Pieni vuoto (esim. näytteenottopiste auki, aukkokoko 15mm)  ammoniakkivesisäiliöllä 811S",,"Esimerkkiskenaario monitehtaan tuotevarastointi- ja lastaus HAZOPia varten. Muokattu vuodon aukkokoko muutettu 5mm -> 15mm, monitehtaan ilmanvaihdon ilman otto muutettu 5m->15 m",0,2024-10-15 09:53:55.180,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,0.1,,,False,0.6,1.0,0,0,65.0,False,Volume,,40.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2925,825,"Chloride induced stress corrosion cracking causes LOPC from T-326. Assume LOPC occurs during normal operating conditions and results in equivalent of 1/2"" hole towards the bottom of the vessel.",,,0,2024-10-15 14:35:58.063,u887663,,32.439742,-94.691183,True,True,False,100.0,80.0,,,,False,0.5,8.0,0,0,3.54,False,Volume,,,False,,,,341.0,4.3,,True,False,both,2.0,,,,,
2926,825,"Chloride induced stress corrosion cracking causes LOPC from T-326. Assume LOPC occurs during normal operating conditions and results in equivalent of 1/2"" hole towards the top of the vessel.",,,0,2024-10-15 11:13:24.297,u887663,,32.439742,-94.691183,True,True,False,100.0,88.0,,,,False,0.5,13.0,0,0,3.54,False,Volume,,,False,,,,341.0,4.3,,False,False,both,2.0,,,,,
2927,825,Chloride induced stress corrosion cracking causes LOPC from T-326. Assume LOPC occurs during normal operating conditions and results in catastrophic vessel failure.,,,0,2024-10-15 11:15:05.107,u887663,,32.439742,-94.691183,True,True,False,100.0,80.0,,,,True,0.5,8.0,0,0,3.54,False,Volume,,,False,,,,341.0,4.3,,False,False,both,2.0,,,,,
2928,825,"Chloride induced stress corrosion cracking causes LOPC from T-326. Assume LOPC occurs during normal operating conditions and results in equivalent of 1/4"" hole towards the bottom of the vessel.",,,0,2024-10-15 15:16:59.707,u887663,,32.439742,-94.691183,True,True,False,100.0,80.0,,,,False,0.25,8.0,0,0,3.54,False,Volume,,,False,,,,341.0,4.3,,False,False,both,2.0,,,,,
2929,826,"TK-D-01 - fire case - relief thru 8"" open vent",,,0,2024-10-15 19:57:28.110,u773253,,36.52537,-82.543797,True,True,True,,,0.47,121.0,19500.0,False,8.0,6.0,0,0,105.0,False,Volume,,,False,,,,168.0,3.0,Kingsport,True,False,both,1.0,,,,,
2930,826,"TK-D-01 - relief thru 8"" open vent - normal operation, assume 1 psig",,,0,2024-10-15 16:00:26.227,u773253,,36.52537,-82.543797,True,True,False,1.0,30.0,0.47,121.0,19500.0,False,8.0,6.0,0,0,105.0,False,Volume,,,False,,,,168.0,3.0,Kingsport,False,False,both,1.0,,,,,
2932,820,No cooling V2513,,,0,2024-10-16 03:15:03.363,u331547,,51.09617,3.724392,True,True,False,0.1,60.0,,,,True,0.52,0.0,0,0,200.0,False,Mass,2059.0,,False,,,,230.0,6.0,Ghent North,False,False,both,6.0,,,,,
2933,44,"TTID 2933; LOPA 

Scen1: 617L tuubirikko -> häkävuoto 751S:n hönkäputkesta",,"P= Pressure after membrane = 57,5barg; T=30C, Tuubivuoto 2xtuubin halkaisija (d=19,05mm) = 11860kg/h (Aspen), Composition=Analysis


617L tuubirikko -> häkävuoto 751S:n hönkäputkesta
1. Jos vaihtimen pääty ei hajoa, CO-kaasua kiertovesilisäiliöön 751S
2. 751S hönkäputken kautta myrkyllistä kaasua katolle (3300 kg / 20 min)
3. Ilmakaasutehtaan ilman ottoon häkää
4. Mahdollinen räjähdys ilman tislauksessa
5. Henkilövahinko",0,2024-10-16 09:04:59.743,u331169,,65.03375833,25.52131111,True,True,True,,,834.0,30.0,26147.0,False,10.0,9.0,6,0,,False,Mass,100000.0,,False,,,,218.0,0.5,,False,False,both,0.2,,,,,
2934,44,"TTID 2934; LOPA

Scen1: 617L tuubirikko -> häkävuoto 617L päädystä",,"P= Pressure after membrane = 57,5barg; T=75C, Tuubivuoto 2xtuubin halkaisija (d=19,05mm) = 11860kg/h (Aspen), Composition=Analysis

617L päädyn halkaisija n. 250mm -> 0,9 inch

617L tuubirikko -> häkävuoto 617L päädystä
1. CO-kaasu vaihtimen 617L vesipuolelle
2. Vaihtimen päätyjen suunnittelupaine ylittyy yli 2X
3. Vaihtimen päädyt rikkoutuvat
4. CO kaasua ympäristöön
5. Myrkyllisyysvaikutus
6. Henkilövahinko",0,2024-10-16 05:12:29.473,u331169,,65.03387778,25.521475,True,True,True,,,834.0,75.0,26147.0,False,0.9,1.0,0,0,,False,Mass,100000.0,,False,,,,223.0,0.5,,False,False,both,0.2,,,,,
2940,45,B285 - n2 venting from vortex a/c,,,0,2024-10-16 13:19:19.057,u773253,,36.523392,-82.552877,True,False,True,,,0.1,25.0,25.74628643,False,2.0,2.0,0,0,,False,Mass,100.0,,False,,,,500.0,1.0,Kingsport,False,False,night,1.0,,,,,
2941,827,TTID2941: Helm-tuotesäiliön 895S säiliörikko,,"Helm-tuotesäiliön 895S säiliörikko, alustava arvio HAZOPia varten. 22.10.2024: Monitehtaan ilmanottoaukko muutettu 5m -> 15m",0,2024-10-16 13:34:51.713,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,,,,True,,1.0,0,0,193.0,False,Volume,,350.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2942,827,"TTID2942: Helm-tuotesäiliön 895S iso vuoto (vuotoaukko 80mm, esim vuoto tyhjennysyhteestä)",,"Esimerkki vuotoskenaariosta HAZOPia varten. 22.10.2024: vuotoaukkoa muutettu 50mm -> 80mm, monitehtaan ilmanottoaukko 5m->15m",0,2024-10-16 09:35:12.780,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,,,,False,3.15,1.0,0,0,193.0,False,Volume,,350.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2943,827,"TTID2943: Helm-tuotesäiliön 895S keskikokoinen vuoto (vuotoaukko 25mm, esim vuoto tyhjennysyhteestä) ",,Alustava mallinnus HAZOPIa varten. 22.10.2024: monitehtaan ilmanottoaukko muutettu 5m -> 15m,0,2024-10-16 09:38:41.920,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,,,,False,1.0,1.0,0,0,193.0,False,Volume,,350.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2944,827,"TTID2944: Helm-tuotesäiliön 895S pieni vuoto (säiliöaukko 15mm, esim näyytteenottopiste jäänyt auki) ",,"esimerkki vuotoskenaariosta HAZOPia varten. 22.10.2024: vuotoauko muutettu 5mm -> 15 mm, monitehtaan ilmanottoaukko 5m -> 15m",0,2024-10-16 09:41:08.857,xc08492,0.0,65.03344,25.513687,True,True,False,0.1,20.0,,,,False,0.6,1.0,0,0,193.0,False,Volume,,350.0,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2947,42,"TTID 2710; LOPA 1119222053, 1119325143, 1119222223, 1116450552, 1116450554, 1119325077, 1116599617, 1119327401, 1119327402, 1119343158, 1119343159, 1116563025, 1119342267, 1119342286, 1119342287, 

Scen1: Käsiventtiili kiinni synteesikaasulinjassa 3365-GPR-150 -> DN150 laippavuoto ulkona
Scen2: HC-8226 operoitu kiinni (inhimillinen virhe) -> DN150 laippavuoto ulkona
Scen3: HC-8226 vika (turvasuuntaansa kiinni) -> DN150 laippavuoto ulkona
Scen4: HV-8200 vika, kiinni  -> DN150 laippavuoto ulkona
Scen5: On/off-venttiilit MF- reaktoreiden häkälinjoissa kiinni
Scen6: määränsäätöventtiilit MF- reaktoreiden häkälinjoissa kiinni -> DN150 laippavuoto ulkona
Scen7: PV-8212 vika, venttiili kiinni ->  DN150 laippavuoto ulkona
Scen8: 100GV024, 100GV028, 100GV031, 100GV034, G76-1440, G76-1442, G76-1446, G76-1448 kiinni 
häkälinjassa >  DN150 laippavuoto ulkona




 - COPY - 10/17/2024 01:38:31 -04:00",,,0,2024-10-17 01:38:31.673,u331169,21.0,,,True,True,False,1399.0,35.0,,,,False,0.6,2.0,0,0,,False,Mass,100000.0,,False,"1119222053, 1119325143, 1119222223, 1116450552, 1119325064, 1116450554, 1119325077, 1116599617, 1119325561, 11193255621119327401",,,217.0,0.5,,False,False,both,0.2,,,,,
2948,42,"TTID 2948; LOPA 1116599509, 1116599510, 1116599511, 1119287284, 1119287285, 1119325093, 1119325094, 1119325359, 1119325360, 1119916612 (PÄIVITÄ SKENAARIOT), 111996620 (PÄIVITÄ SKENAARIOT)

Scen1: Tyhjennyslinjan 3355-VLA-50-16H200 sähkösaattovika -> Vuoto DN50:stä putkesta
Scen2: 490E viemärilinja jäässä -> DN50 laippavuoto ulkona

",,"P=2xPdes=32bar; Mass from HYSYS. Composition=analysis.

Tyhjennyslinjan 3355-VLA-50-16H200 sähkösaattovika -> Vuoto DN50:stä putkesta
1. Erotinta 600E tyhjennetään kerran vuorossa. Korkeapaineista fluidia voi päästä PN16-luokan putkeen
2. Jos putki jäätyy, putken  suunnitteluarvo PN16 voi ylittyä yli 2-kertaisesti
3. Putkirikko
4. Nestettä ja mahdollisesti synteesikaasua vuotaa ulos
5. Henkilövahinko, myrkyllisyysvaikutus

490E viemärilinja jäässä -> Vuoto DN50:stä putkesta
1. Erotin 490E ei tyhjene
2. Pinta nousee pitkän ajan kuluessa (PSA:lta ja membralta tulee vähän lauhteita)
3. Talvella myös 490E voi jäätyä
4. 600E:stä tulevan fluidin paine voi ylittää putken suunnitteluarvon PN16 yli 2-kertaisesti sekä erottimen 490E suunnitteluarvon 
5. Putki/laiterikko
6. Nestettä ja mahdollisesti synteesikaasua vuotaa ulos
7. Henkilövahinko, myrkyllisyysvaikutus",0,2024-10-17 03:16:41.610,u331169,21.0,65.03386389,25.52148611,True,True,False,449.0,35.0,,,,False,2.0,2.0,0,0,,False,Mass,100000.0,,False,"1116599509, 1116599510, 1116599511, 1119287284, 1119287285, 1119325093, 1119325094, 1119325359, 1119325360",,,217.0,0.5,,False,False,both,0.2,,,,,
2949,42,"TTID 2949; LOPA 1116599459, 1119574698

Scen1: 
",,P=2xPdes=32bar; Mass from HYSYS. Composition=analysis.,0,2024-10-17 03:32:18.320,u331169,21.0,65.03386389,25.52148611,True,True,False,449.0,35.0,,,,False,2.0,5.0,0,0,,False,Mass,100000.0,,False,"1116599459, 1119574698",,,217.0,0.5,,False,False,both,0.2,,,,,
2950,42,"TTID 2950; LOPA 1116599458

Scen1: 
",,P=2xPdes=32bar; Mass from HYSYS. Composition=analysis.,0,2024-10-17 03:35:36.930,u331169,21.0,65.03386389,25.52148611,True,True,False,449.0,35.0,,,,False,2.0,5.0,0,0,,False,Mass,100000.0,,False,1116599458,,,217.0,0.5,,False,False,both,0.2,,,,,
2951,819,"TTID 2951: keskikokoinen vuoto (esim. vuoto laippavuoto, aukkokoko 25 mm) ammoniakkivesisäiliöllä 811S  - Vuoto purkupaikan IBC kontin täyttöletkusta",,,0,2024-10-17 05:15:32.947,xc08492,0.0,65.032965,25.512776,True,True,False,0.1,20.0,0.1,,,False,1.0,3.0,0,0,65.0,False,Volume,,,False,,,,296.0,0.2,,False,False,both,0.001,,,,,
2952,829,Esimerkki HAZOPiin: 1020 KOH-säiliön rikkoutuminen,,,0,2024-10-17 10:11:48.687,u331334,,65.034892,25.522785,True,True,False,0.1,20.0,,,,True,,1.0,0,0,60.0,False,Volume,,150.0,False,,,,296.0,2.3,,False,False,both,0.3,,,,,
2953,830,Esimerkki Hazopiin: Iso metanolivuoto D = 50 mm,,,0,2024-10-17 10:25:57.273,u331334,,65.034574,25.523794,True,True,False,43.51,20.0,,,,False,2.0,3.0,0,0,300.0,False,Volume,,260.0,False,,,,230.0,1.6,,False,False,both,0.6,,,,,
2954,830,Esimerkki Hazopiin: Iso KAME-vuoto D = 50 mm 1100 kolonnista ,,,0,2024-10-17 06:27:48.767,u331334,,65.034574,25.523794,True,True,False,43.51,80.0,,,,False,2.0,3.0,0,0,500.0,False,Volume,,260.0,False,,,,230.0,1.6,,False,False,both,0.6,,,,,
2955,831,Esimerkki HAZOPiin. Iso vuoto D = 50 mm vesimetanolikolonnilta 1010,,,0,2024-10-17 12:13:44.560,u331334,,65.034574,25.523794,True,True,False,7.3,100.0,,,,False,2.0,3.0,0,0,300.0,False,Mass,300000.0,260.0,False,,,,230.0,1.6,,False,False,both,0.6,,,,,
2961,735,"TTID 2961; LOPA .
Scen1: External Fire, inlet feed composition
Rev A 18.10.2024",,"Mallinnettu alustavilla mitoitustiedoilla perustuen seuraaviin dokumentteihin: 712548 calculation report.pdf. Venttiilien purku 26 m korkeudella (tarkistettu kentältä). Oulu Occupancy Worksheet (RevB, Location 4 - MH2): Päivä: 2,3, Yö: 0,3.",0,2024-10-18 03:37:27.373,xc08492,0.0,65.035066,25.522153,True,True,True,,,0.1,156.0,8391.0,False,4.0,26.0,0,0,,True,Mass,100000.0,,False,,,,309.0,2.3,,False,False,both,0.3,,,,,
